hhid14,ethnic_label,n_adults,n_outmig_adults,nelm_d1_deployment,n_adults_in_ind,n_outmig_in_ind,n_male_out,n_female_out,D1_male,D1_female,D1_total_computed
2361100,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2361200,Java,11,2,0.1818181818181818,,,0.0,0.0,0.0,0.0,0.0
2361231,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2361300,Java,11,3,0.2727272727272727,,,0.0,0.0,0.0,0.0,0.0
2361331,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2361332,Java,2,1,0.5,,,0.0,0.0,0.0,0.0,0.0
2361333,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2361400,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2361500,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2361600,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2361700,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2361941,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2361951,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370100,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370151,Java,0,0,,,,0.0,0.0,,,
2370200,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370241,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370251,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370300,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370331,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370400,Java,9,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370431,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370441,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370451,Java,0,0,,,,0.0,0.0,,,
2370500,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370531,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370551,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370552,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2370600,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370631,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370700,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370800,Java,9,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370831,Java,0,0,,,,0.0,0.0,,,
2370832,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370841,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2370900,Java,4,1,0.25,,,0.0,0.0,0.0,0.0,0.0
2370941,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2371000,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2371041,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2371100,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2371151,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2371200,Java,7,1,0.1428571428571428,,,0.0,0.0,0.0,0.0,0.0
2371300,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2371341,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2371400,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2371600,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2371700,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2371900,Java,9,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2371911,Java,0,0,,,,0.0,0.0,,,
2371931,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2371941,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372000,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372041,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372100,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372200,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372231,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372241,Java,0,0,,,,0.0,0.0,,,
2372300,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372400,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372451,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2372500,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372551,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372600,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372700,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372800,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372841,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2372900,Java,6,1,0.1666666666666666,,,0.0,0.0,0.0,0.0,0.0
2372941,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2372942,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2373000,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2373031,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2373041,Java,0,0,,,,0.0,0.0,,,
2373051,Java,0,0,,,,0.0,0.0,,,
2380100,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2380200,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2380211,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2380331,Java,0,0,,,,0.0,0.0,,,
2380400,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2380441,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2380451,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2380500,Java,4,1,0.25,,,0.0,0.0,0.0,0.0,0.0
2380541,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2380700,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2380741,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2380800,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381000,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381100,Java,8,2,0.25,,,0.0,0.0,0.0,0.0,0.0
2381131,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381132,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381141,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381200,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381231,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381251,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381400,Java,6,1,0.1666666666666666,,,0.0,0.0,0.0,0.0,0.0
2381451,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381532,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381631,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381700,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381741,Java,2,1,0.5,,,0.0,0.0,0.0,0.0,0.0
2381743,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2381744,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381800,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2381851,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2381900,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390100,Java,14,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390111,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2390131,Java,0,0,,,,0.0,0.0,,,
2390200,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390300,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390331,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390332,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390351,Java,0,0,,,,0.0,0.0,,,
2390431,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390441,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390500,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390551,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390600,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390651,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390731,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390800,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390841,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390842,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390900,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2390941,Java,0,0,,,,0.0,0.0,,,
2391100,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2391142,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2391200,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2391251,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2391300,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2391331,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2391400,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2391600,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2391641,Java,0,0,,,,0.0,0.0,,,
2391700,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2391800,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2391831,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2391851,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2391900,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2391941,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392000,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392051,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392100,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392131,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392132,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392141,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392200,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392241,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392400,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392500,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392600,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392700,Java,5,1,0.2,,,0.0,0.0,0.0,0.0,0.0
2392751,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392800,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392841,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392851,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392900,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392941,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2392951,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2393000,Java,9,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2393011,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2393031,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2393032,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2393041,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2393044,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2393057,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400100,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400141,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400231,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400232,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400240,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400300,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400400,Java,4,1,0.25,,,0.0,0.0,0.0,0.0,0.0
2400500,Java,10,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400531,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400541,Java,0,0,,,,0.0,0.0,,,
2400542,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400551,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400600,Java,6,1,0.1666666666666666,,,0.0,0.0,0.0,0.0,0.0
2400641,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400651,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400652,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400653,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400700,Java,10,1,0.1,,,0.0,0.0,0.0,0.0,0.0
2400741,Java,0,0,,,,0.0,0.0,,,
2400800,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400831,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400851,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400900,Java,9,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2400931,Java,3,1,0.3333333333333333,,,0.0,0.0,0.0,0.0,0.0
2400933,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2400941,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2401100,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2401200,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2401231,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2401500,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2401600,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2401631,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2401700,Java,12,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2401731,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2401741,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2401743,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2401744,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2401800,Java,6,2,0.3333333333333333,,,0.0,0.0,0.0,0.0,0.0
2401900,Java,5,1,0.2,,,0.0,0.0,0.0,0.0,0.0
2401951,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2401952,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402000,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402041,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402051,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402100,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402151,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402200,Java,5,1,0.2,,,0.0,0.0,0.0,0.0,0.0
2402251,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2402300,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402400,Java,6,2,0.3333333333333333,,,0.0,0.0,0.0,0.0,0.0
2402441,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402442,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402451,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2402454,Java,0,0,,,,0.0,0.0,,,
2402600,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402611,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402612,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402651,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402700,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402751,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2402800,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402841,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402900,Java,14,1,0.0714285714285714,,,0.0,0.0,0.0,0.0,0.0
2402911,Java,2,1,0.5,,,0.0,0.0,0.0,0.0,0.0
2402912,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2402941,Java,0,0,,,,0.0,0.0,,,
2402951,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2403031,Java,6,1,0.1666666666666666,,,0.0,0.0,0.0,0.0,0.0
2410100,Java,3,1,0.3333333333333333,,,0.0,0.0,0.0,0.0,0.0
2410111,Java,2,1,0.5,,,0.0,0.0,0.0,0.0,0.0
2410200,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2410300,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2410341,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2410400,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2410500,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2410541,Java,4,1,0.25,,,0.0,0.0,0.0,0.0,0.0
2410542,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2410600,Java,3,1,0.3333333333333333,,,0.0,0.0,0.0,0.0,0.0
2410651,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2410700,Java,6,1,0.1666666666666666,,,0.0,0.0,0.0,0.0,0.0
2410741,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2410800,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2410900,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2410931,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2410941,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2411000,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2411031,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2411051,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2411100,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2411141,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2411152,Java,0,0,,,,0.0,0.0,,,
2411200,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2411500,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2411541,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2411552,Java,0,0,,,,0.0,0.0,,,
2411600,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2411700,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2411800,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2411841,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2411900,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412000,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412041,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412052,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412100,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412131,Java,0,0,,,,0.0,0.0,,,
2412132,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412151,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412200,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412241,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412300,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412400,Java,3,1,0.3333333333333333,,,0.0,0.0,0.0,0.0,0.0
2412451,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2412500,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412600,Java,5,1,0.2,,,0.0,0.0,0.0,0.0,0.0
2412700,Java,8,2,0.25,,,0.0,0.0,0.0,0.0,0.0
2412741,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412751,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2412800,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412900,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2412931,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2413000,Java,7,1,0.1428571428571428,,,0.0,0.0,0.0,0.0,0.0
2413042,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2414100,Java,8,2,0.25,,,0.0,0.0,0.0,0.0,0.0
2414131,Java,0,0,,,,0.0,0.0,,,
2420100,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2420200,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2420231,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2420300,Java,9,1,0.1111111111111111,,,0.0,0.0,0.0,0.0,0.0
2420351,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2420400,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2420451,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2420500,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2420600,Java,3,1,0.3333333333333333,,,0.0,0.0,0.0,0.0,0.0
2420652,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2420700,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2420751,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2420800,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2420900,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2420951,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421000,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421041,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421200,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421211,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421300,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421351,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421400,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421500,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421511,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421541,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421600,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421700,Java,3,1,0.3333333333333333,,,0.0,0.0,0.0,0.0,0.0
2421800,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421900,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421911,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2421951,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422000,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422100,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422111,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422141,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422200,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422300,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422341,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422351,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422500,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422551,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422552,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422600,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422641,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422700,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422741,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422800,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2422900,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2423000,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2423051,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2430100,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2430200,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2430251,Java,0,0,,,,0.0,0.0,,,
2430300,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2430331,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2430400,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2430600,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2430700,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2430800,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2430900,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2431000,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2431200,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2431251,Java,1,1,1.0,,,0.0,0.0,0.0,0.0,0.0
2431300,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2431400,Java,7,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2431500,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2431600,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2431700,Java,5,1,0.2,,,0.0,0.0,0.0,0.0,0.0
2431731,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2431800,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2431900,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2432000,Java,8,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2440100,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2440200,Java,6,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2440241,Java,0,0,,,,0.0,0.0,,,
2440242,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2440300,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2440400,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2440500,Java,5,1,0.2,,,0.0,0.0,0.0,0.0,0.0
2440511,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2440600,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2440700,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2440741,Java,1,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2440800,Java,3,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2441000,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2441031,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2441041,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2441100,Java,5,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2441111,Java,2,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2441200,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
2441400,Java,4,0,0.0,,,0.0,0.0,0.0,0.0,0.0
